NO.	compound_name	IUPAC_name	SMILES	CID	logBB	Inchi	reference	group	comments
862	24219-97-4	5-methyl-2,5-diazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaene	CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42	4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|4184.0|	0.99	InChI=1S/C18H20N2/c1-19-10-11-20-17-9-5-3-7-15(17)12-14-6-2-4-8-16(14)18(20)13-19/h2-9,18H,10-13H2,1H3	R3|R12|R18|R21|R25|R26|R27|R27|R35|R36|R38|R39|R41|R42|R43|R44|R46|R47|R49|R50|R4|R2|R2|R8|R27|R40|	B	
863	2-methylpentane (isohexane)	2-methylpentane	CCCC(C)C	7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|7892.0|	1.0	InChI=1S/C6H14/c1-4-5-6(2)3/h6H,4-5H2,1-3H3	R3|R38|R11|R12|R17|R18|R22|R25|R26|R27|R32|R33|R35|R36|R39|R41|R44|R46|R47|R48|R49|R40|R2|R2|R27|R21|R27|R8|R5|	B	
864	tertbutylchlorambucil	tert-butyl 4-[4-[bis(2-chloroethyl)amino]phenyl]butanoate	CC(C)(C)OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl	83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|83909.0|	1.0	InChI=1S/C18H27Cl2NO2/c1-18(2,3)23-17(22)6-4-5-15-7-9-16(10-8-15)21(13-11-19)14-12-20/h7-10H,4-6,11-14H2,1-3H3	R2|R2|R3|R8|R12|R17|R21|R25|R27|R27|R35|R36|R38|R40|R41|R43|R46|R47|R48|R49|	B	
865	2,2-dimethylbutane	2,2-dimethylbutane	CCC(C)(C)C	6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|6403.0|	1.0	InChI=1S/C6H14/c1-5-6(2,3)4/h5H2,1-4H3	R5|R8|R21|R27|R2|R2|R27|R41|R3|R38|R40|R11|R12|R17|R18|R22|R25|R26|R27|R32|R33|R36|R39|R44|R46|R47|R48|R49|	B	
866	3-methylpentane	3-methylpentane	CCC(C)CC	7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|7282.0|	1.0	InChI=1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3	R5|R2|R2|R8|R11|R12|R17|R18|R20|R21|R22|R25|R26|R27|R27|R32|R33|R35|R36|R39|R43|R44|R46|R47|R48|R49|R40|R41|R3|R38|	B	
867	doxepin	(3e)-3-(6h-benzo[c][1]benzoxepin-11-ylidene)-n,n-dimethylpropan-1-amine	CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31	667477.0|667477.0|667477.0|	1.0	InChI=1S/C19H21NO/c1-20(2)13-7-11-17-16-9-4-3-8-15(16)14-21-19-12-6-5-10-18(17)19/h3-6,8-12H,7,13-14H2,1-2H3/b17-11+	R2|R2|R27|	B	
868	doxepin	3-(6h-benzo[c][1]benzoxepin-11-ylidene)-n,n-dimethylpropan-1-amine	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31	3158.0|3158.0|	1.0	InChI=1S/C19H21NO/c1-20(2)13-7-11-17-16-9-4-3-8-15(16)14-21-19-12-6-5-10-18(17)19/h3-6,8-12H,7,13-14H2,1-2H3	R25|R46|	B	
869	acmc-20dhn6	(3,4,8b-trimethyl-2,3a-dihydro-1h-pyrrolo[2,3-b]indol-7-yl) n-phenylcarbamate	CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C	612745.0|612745.0|612745.0|612745.0|612745.0|612745.0|612745.0|612745.0|612745.0|612745.0|612745.0|612745.0|	1.0	InChI=1S/C20H23N3O2/c1-20-11-12-22(2)18(20)23(3)17-10-9-15(13-16(17)20)25-19(24)21-14-7-5-4-6-8-14/h4-10,13,18H,11-12H2,1-3H3,(H,21,24)	R2|R2|R12|R25|R27|R27|R35|R36|R43|R47|R49|R40|	B	
870	compound 26	4-[1-[2-(2,4-difluorophenyl)ethyl]piperidin-4-yl]sulfonylbenzonitrile	C1CN(CCC1S(=O)(=O)C2=CC=C(C=C2)C#N)CCC3=C(C=C(C=C3)F)F	9908431.0|9908431.0|9908431.0|	1.0	InChI=1S/C20H20F2N2O2S/c21-17-4-3-16(20(22)13-17)7-10-24-11-8-19(9-12-24)27(25,26)18-5-1-15(14-23)2-6-18/h1-6,13,19H,7-12H2	R18|R26|R27|	B	
871	1-hexyl-4-(4- iodophenyl)piperazine	1-hexyl-4-(4-iodophenyl)piperazine	CCCCCCN1CCN(CC1)C2=CC=C(C=C2)I	13720676.0|13720676.0|13720676.0|13720676.0|13720676.0|13720676.0|13720676.0|13720676.0|13720676.0|13720676.0|13720676.0|13720676.0|13720676.0|13720676.0|	1.01	InChI=1S/C16H25IN2/c1-2-3-4-5-10-18-11-13-19(14-12-18)16-8-6-15(17)7-9-16/h6-9H,2-5,10-14H2,1H3	R2|R2|R3|R8|R21|R25|R27|R27|R38|R41|R43|R46|R47|R40|	B	
872	tripropylphosphine	1,2,4-trimethylcyclohexane	CC1CCC(C(C1)C)C	91517.0|91517.0|91517.0|91517.0|91517.0|91517.0|91517.0|91517.0|91517.0|91517.0|91517.0|91517.0|91517.0|	1.02	InChI=1S/C9H18/c1-7-4-5-8(2)9(3)6-7/h7-9H,4-6H2,1-3H3	R2|R2|R3|R8|R21|R25|R27|R27|R38|R40|R41|R46|R47|	B	
873	org-5222	9-chloro-4-methyl-13-oxa-4-azatetracyclo[12.4.0.02,6.07,12]octadeca-1(18),7(12),8,10,14,16-hexaene	CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24	9903970.0|9903970.0|9903970.0|9903970.0|9903970.0|9903970.0|9903970.0|9903970.0|9903970.0|9903970.0|9903970.0|9903970.0|9903970.0|9903970.0|9903970.0|9903970.0|9903970.0|	1.03	InChI=1S/C17H16ClNO/c1-19-9-14-12-4-2-3-5-16(12)20-17-7-6-11(18)8-13(17)15(14)10-19/h2-8,14-15H,9-10H2,1H3	R2|R2|R3|R8|R21|R25|R27|R27|R36|R38|R41|R43|R46|R47|R49|R4|R40|	B	
874	b-102, asenapine, org5222		CN1CCC2(O)c3ccccc3Oc4ccc(Cl)cc4C2([H])C1	nan|nan|nan|	1.03	InChI=1S/C18H18ClNO2/c1-20-9-8-18(21)14-4-2-3-5-17(14)22-16-7-6-12(19)10-13(16)15(18)11-20/h2-7,10,15,21H,8-9,11H2,1H3	R18|R26|R27|	B	
875	nortriptyline	n-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	4543.0|4543.0|4543.0|	1.04	InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3	R18|R26|R27|	B	
876	bms-204352	(3s)-3-(5-chloro-2-methoxyphenyl)-3-fluoro-6-(trifluoromethyl)-1h-indol-2-one	COC1=C(C=C(C=C1)Cl)[C@]2(C3=C(C=C(C=C3)C(F)(F)F)NC2=O)F	214350.0|214350.0|214350.0|	1.04	InChI=1S/C16H10ClF4NO2/c1-24-13-5-3-9(17)7-11(13)15(18)10-4-2-8(16(19,20)21)6-12(10)22-14(15)23/h2-7H,1H3,(H,22,23)/t15-/m0/s1	R18|R26|R27|	B	
877	2-methylnonane	2-methylnonane	CCCCCCCC(C)C	13379.0|13379.0|13379.0|13379.0|13379.0|13379.0|13379.0|13379.0|13379.0|13379.0|	1.05	InChI=1S/C10H22/c1-4-5-6-7-8-9-10(2)3/h10H,4-9H2,1-3H3	R2|R2|R8|R21|R25|R27|R27|R40|R46|R47|	B	
878	cyclobenzaprine	n,n-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenylidene)propan-1-amine	CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31	2895.0|2895.0|2895.0|	1.06	InChI=1S/C20H21N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-14H,7,15H2,1-2H3	R18|R26|R27|	B	
879	1,2-dimethylcyclohexane	1,2-dimethylcyclohexane	CC1CCCCC1C	11416.0|11416.0|11416.0|11416.0|11416.0|11416.0|11416.0|11416.0|11416.0|11416.0|11416.0|11416.0|11416.0|	1.07	InChI=1S/C8H16/c1-7-5-3-4-6-8(7)2/h7-8H,3-6H2,1-2H3	R3|R21|R25|R27|R38|R41|R46|R47|R2|R2|R8|R27|R40|	B	
880	inaperisone	1-(4-ethylphenyl)-2-methyl-3-pyrrolidin-1-ylpropan-1-one	CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCC2	65860.0|65860.0|65860.0|65860.0|65860.0|	1.08	InChI=1S/C16H23NO/c1-3-14-6-8-15(9-7-14)16(18)13(2)12-17-10-4-5-11-17/h6-9,13H,3-5,10-12H2,1-2H3	R2|R2|R8|R27|R47|	B	
881	101-40-6	1-cyclohexyl-n-methylpropan-2-amine	CC(CC1CCCCC1)NC	7558.0|7558.0|7558.0|7558.0|7558.0|7558.0|7558.0|	1.08	InChI=1S/C10H21N/c1-9(11-2)8-10-6-4-3-5-7-10/h9-11H,3-8H2,1-2H3	R8|R21|R27|R43|R47|R4|R40|	B	
882	(r)-propylhexedrine	(2r)-1-cyclohexyl-n-methylpropan-2-amine	C[C@H](CC1CCCCC1)NC	111165.0|111165.0|111165.0|111165.0|111165.0|	1.08	InChI=1S/C10H21N/c1-9(11-2)8-10-6-4-3-5-7-10/h9-11H,3-8H2,1-2H3/t9-/m1/s1	R2|R2|R25|R27|R46|	B	
883	astemizole	1-[(4-fluorophenyl)methyl]-n-[1-[2-(4-methoxyphenyl)ethyl]piperidin-4-yl]benzimidazol-2-amine	COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F	2247.0|2247.0|2247.0|2247.0|2247.0|	1.1	InChI=1S/C28H31FN4O/c1-34-25-12-8-21(9-13-25)14-17-32-18-15-24(16-19-32)30-28-31-26-4-2-3-5-27(26)33(28)20-22-6-10-23(29)11-7-22/h2-13,24H,14-20H2,1H3,(H,30,31)	R2|R2|R25|R27|R46|	B	
884	77086-21-6	1-methyl-16-azatetracyclo[7.6.1.02,7.010,15]hexadeca-2,4,6,10,12,14-hexaene	CC12C3=CC=CC=C3CC(N1)C4=CC=CC=C24	1207.0|1207.0|1207.0|1207.0|1207.0|1207.0|1207.0|	1.11	InChI=1S/C16H15N/c1-16-13-8-4-2-6-11(13)10-15(17-16)12-7-3-5-9-14(12)16/h2-9,15,17H,10H2,1H3	R2|R2|R25|R27|R46|R4|R40|	B	
885	i-4 (44cyanophenoxymethylpiperidineniodoallyl)	4-[[1-[(e)-3-iodoprop-2-enyl]piperidin-4-yl]methoxy]benzonitrile	C1CN(CCC1COC2=CC=C(C=C2)C#N)C/C=C/I	9864749.0|9864749.0|9864749.0|9864749.0|9864749.0|9864749.0|9864749.0|9864749.0|9864749.0|9864749.0|9864749.0|9864749.0|	1.13	InChI=1S/C16H19IN2O/c17-8-1-9-19-10-6-15(7-11-19)13-20-16-4-2-14(12-18)3-5-16/h1-5,8,15H,6-7,9-11,13H2/b8-1+	R2|R2|R8|R21|R27|R43|R46|R47|R40|R25|R41|R38|	B	
886	i-4 (44cyanophenoxymethylpiperidineniodoallyl)	4-[[1-(3-iodoprop-2-enyl)piperidin-4-yl]methoxy]benzonitrile	C1CN(CCC1COC2=CC=C(C=C2)C#N)CC=CI	78391575.0|78391575.0|	1.13	InChI=1S/C16H19IN2O/c17-8-1-9-19-10-6-15(7-11-19)13-20-16-4-2-14(12-18)3-5-16/h1-5,8,15H,6-7,9-11,13H2	R27|R3|	B	
887	zanapezil	3-(1-benzylpiperidin-4-yl)-1-(2,3,4,5-tetrahydro-1h-1-benzazepin-8-yl)propan-1-one	C1CCNC2=C(C1)C=CC(=C2)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4	198752.0|198752.0|198752.0|198752.0|198752.0|198752.0|198752.0|198752.0|198752.0|198752.0|198752.0|198752.0|	1.14	InChI=1S/C25H32N2O/c28-25(23-11-10-22-8-4-5-15-26-24(22)18-23)12-9-20-13-16-27(17-14-20)19-21-6-2-1-3-7-21/h1-3,6-7,10-11,18,20,26H,4-5,8-9,12-17,19H2	R2|R2|R8|R21|R25|R27|R27|R43|R46|R47|R4|R40|	B	
888	metoprolol	1-[4-(2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol	CC(C)NCC(COC1=CC=C(C=C1)CCOC)O	4171.0|4171.0|4171.0|4171.0|4171.0|4171.0|4171.0|4171.0|4171.0|4171.0|4171.0|	1.15	InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3	R2|R2|R4|R8|R21|R25|R27|R27|R43|R47|R40|	B	
889	9-c17	n,n'-bis(3-ethylphenyl)ethanimidamide	CCC1=CC(=CC=C1)NC(=NC2=CC=CC(=C2)CC)C	19427054.0|19427054.0|19427054.0|19427054.0|19427054.0|19427054.0|19427054.0|	1.2	InChI=1S/C18H22N2/c1-4-15-8-6-10-17(12-15)19-14(3)20-18-11-7-9-16(5-2)13-18/h6-13H,4-5H2,1-3H3,(H,19,20)	R2|R2|R8|R27|R43|R47|R48|	B	
890	pfizer compound 23	n-[(6-methoxy-2-phenyl-1,3-benzothiazol-5-yl)methyl]-2-phenylpiperidin-3-amine	COC1=CC2=C(C=C1CNC3CCCNC3C4=CC=CC=C4)N=C(S2)C5=CC=CC=C5	22620066.0|22620066.0|22620066.0|22620066.0|22620066.0|22620066.0|22620066.0|22620066.0|22620066.0|	1.26	InChI=1S/C26H27N3OS/c1-30-23-16-24-22(29-26(31-24)19-11-6-3-7-12-19)15-20(23)17-28-21-13-8-14-27-25(21)18-9-4-2-5-10-18/h2-7,9-12,15-16,21,25,27-28H,8,13-14,17H2,1H3	R2|R2|R8|R25|R27|R46|R47|R4|R40|	B	
891	haloperidol	4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F	3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|3559.0|	1.3	InChI=1S/C21H23ClFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2	R18|R26|R27|R5|R2|R2|R8|R21|R27|R27|R12|R25|R35|R36|R39|R42|R43|R44|R47|R50|R4|R40|	B	
892	promethazine	n,n-dimethyl-1-phenothiazin-10-ylpropan-2-amine	CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C	4927.0|4927.0|	1.3	InChI=1S/C17H20N2S/c1-13(18(2)3)12-19-14-8-4-6-10-16(14)20-17-11-7-5-9-15(17)19/h4-11,13H,12H2,1-3H3	R42|R47|	B	
893	maprotiline	n-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine	CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24	4011.0|4011.0|4011.0|4011.0|4011.0|	1.3	InChI=1S/C20H23N/c1-21-14-6-12-20-13-11-15(16-7-2-4-9-18(16)20)17-8-3-5-10-19(17)20/h2-5,7-10,15,21H,6,11-14H2,1H3	R2|R2|R25|R27|R46|	B	
894	nor-1-chlorpromazine	3-(1-chlorophenothiazin-10-yl)-n-methylpropan-1-amine	CNCCCN1C2=CC=CC=C2SC3=C1C(=CC=C3)Cl	154294793.0|154294793.0|154294793.0|	1.37	InChI=1S/C16H17ClN2S/c1-18-10-5-11-19-13-7-2-3-8-14(13)20-15-9-4-6-12(17)16(15)19/h2-4,6-9,18H,5,10-11H2,1H3	R18|R26|R27|	B	
895	1-isobutyl-4-(4-iodophenyl)piperazine	1-(4-iodophenyl)-4-(2-methylpropyl)piperazine	CC(C)CN1CCN(CC1)C2=CC=C(C=C2)I	13720674.0|13720674.0|13720674.0|13720674.0|13720674.0|	1.38	InChI=1S/C14H21IN2/c1-12(2)11-16-7-9-17(10-8-16)14-5-3-13(15)4-6-14/h3-6,12H,7-11H2,1-2H3	R2|R2|R25|R27|R46|	B	
896	1-isobutyl-4-(4-iodophenyl)piperazine	1-butan-2-yl-4-(4-iodophenyl)piperazine	CCC(C)N1CCN(CC1)C2=CC=C(C=C2)I	142271743.0|142271743.0|142271743.0|142271743.0|142271743.0|142271743.0|142271743.0|142271743.0|142271743.0|	1.38	InChI=1S/C14H21IN2/c1-3-12(2)16-8-10-17(11-9-16)14-6-4-13(15)5-7-14/h4-7,12H,3,8-11H2,1-2H3	R2|R2|R3|R27|R38|R41|R43|R47|R40|	B	
897	bromperidol	4-[4-(4-bromophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one	C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F	2448.0|2448.0|2448.0|2448.0|2448.0|2448.0|2448.0|2448.0|2448.0|2448.0|2448.0|2448.0|2448.0|2448.0|2448.0|2448.0|2448.0|	1.38	InChI=1S/C21H23BrFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2	R2|R2|R8|R18|R20|R21|R25|R26|R27|R27|R27|R36|R39|R43|R44|R47|R4|	B	
898	bromperidol		C1(Br)C=CC(C2(O)CCN(CCC(=O)C3C=CC(F)=CC=3)CC2)=CC=1	nan|nan|nan|	1.38	InChI=1S/C20H21BrFNO2/c21-17-5-3-16(4-6-17)20(25)10-13-23(14-11-20)12-9-19(24)15-1-7-18(22)8-2-15/h1-8,25H,9-14H2	R12|R35|R40|	B	
899	117-89-5	10-[3-(4-methylpiperazine-1,4-diium-1-yl)propyl]-2-(trifluoromethyl)phenothiazine	C[NH+]1CC[NH+](CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F	5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|5566.0|	1.4	InChI=1S/C21H24F3N3S/c1-25-11-13-26(14-12-25)9-4-10-27-17-5-2-3-6-19(17)28-20-8-7-16(15-18(20)27)21(22,23)24/h2-3,5-8,15H,4,9-14H2,1H3	R4|R5|R50|R40|R2|R2|R8|R27|R21|R27|R11|R12|R17|R18|R25|R26|R27|R35|R36|R43|R47|R49|R49|	B	
900	bupropion (zyban)	2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one	CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C	444.0|444.0|444.0|444.0|444.0|444.0|444.0|444.0|444.0|444.0|444.0|444.0|	1.4	InChI=1S/C13H18ClNO/c1-9(15-13(2,3)4)12(16)10-6-5-7-11(14)8-10/h5-9,15H,1-4H3	R2|R2|R4|R8|R21|R25|R27|R27|R43|R46|R47|R40|	B	
901	chembl4248308	10-[3-(4-methylpiperidin-1-yl)propyl]-2-(trifluoromethyl)phenothiazine	CC1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F	21440942.0|21440942.0|21440942.0|21440942.0|21440942.0|	1.44	InChI=1S/C22H25F3N2S/c1-16-9-13-26(14-10-16)11-4-12-27-18-5-2-3-6-20(18)28-21-8-7-17(15-19(21)27)22(23,24)25/h2-3,5-8,15-16H,4,9-14H2,1H3	R48|R2|R2|R8|R27|	B	
902	trifluopromazine	n,n-dimethyl-3-[2-(trifluoromethyl)phenothiazin-10-yl]propan-1-amine	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F	5568.0|5568.0|5568.0|5568.0|5568.0|5568.0|5568.0|5568.0|5568.0|5568.0|	1.44	InChI=1S/C18H19F3N2S/c1-22(2)10-5-11-23-14-6-3-4-7-16(14)24-17-9-8-13(12-15(17)23)18(19,20)21/h3-4,6-9,12H,5,10-11H2,1-2H3	R21|R25|R27|R43|R47|R2|R2|R8|R27|R40|	B	
903	trifluroperazine		CN1CCN(CC1)CCCn1c2ccccc2sc2cccc(C(F)(F)F)c12	nan|nan|nan|nan|nan|nan|nan|	1.44	InChI=1S/C21H24F3N3S/c1-25-12-14-26(15-13-25)10-5-11-27-17-7-2-3-8-18(17)28-19-9-4-6-16(20(19)27)21(22,23)24/h2-4,6-9H,5,10-15H2,1H3	R3|R38|R41|R2|R2|R8|R27|	B	
904	fluphenazine	2-[4-[3-[2-(trifluoromethyl)phenothiazin-10-yl]propyl]piperazin-1-yl]ethanol	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO	3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|3372.0|	1.5	InChI=1S/C22H26F3N3OS/c23-22(24,25)17-6-7-21-19(16-17)28(18-4-1-2-5-20(18)30-21)9-3-8-26-10-12-27(13-11-26)14-15-29/h1-2,4-7,16,29H,3,8-15H2	R5|R2|R2|R8|R11|R12|R18|R21|R25|R26|R27|R27|R27|R35|R36|R39|R42|R43|R44|R47|R50|R40|R4|	B	
905	79559-97-0	4-(3,4-dichlorophenyl)-n-methyl-1,2,3,4-tetrahydronaphthalen-1-amine	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl	5203.0|5203.0|5203.0|5203.0|5203.0|	1.6	InChI=1S/C17H17Cl2N/c1-20-17-9-7-12(13-4-2-3-5-14(13)17)11-6-8-15(18)16(19)10-11/h2-6,8,10,12,17,20H,7,9H2,1H3	R27|R43|R47|R4|R40|	B	
906	chebi: 568657	1-[6-chloro-5-(trifluoromethyl)pyridin-2-yl]piperazine	C1CN(CCN1)C2=NC(=C(C=C2)C(F)(F)F)Cl	9796408.0|9796408.0|9796408.0|9796408.0|9796408.0|9796408.0|9796408.0|9796408.0|9796408.0|9796408.0|9796408.0|9796408.0|9796408.0|9796408.0|9796408.0|9796408.0|	1.64	InChI=1S/C10H11ClF3N3/c11-9-7(10(12,13)14)1-2-8(16-9)17-5-3-15-4-6-17/h1-2,15H,3-6H2	R2|R2|R8|R18|R21|R25|R26|R27|R27|R27|R36|R43|R47|R49|R4|R40|	B	
907	etoposide	(5s,5ar,8ar,9r)-5-[[(2r,4ar,6r,7r,8r,8as)-7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5h-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one	C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O	36462.0|36462.0|	-1.5	InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15+,20-,21-,22+,24-,25-,26-,27-,29+/m1/s1	R39|R20|	C	
908	ketoconazole	1-[4-[4-[[(2r,4s)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone	CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl	456201.0|456201.0|	-0.28	InChI=1S/C26H28Cl2N4O4/c1-19(33)31-10-12-32(13-11-31)21-3-5-22(6-4-21)34-15-23-16-35-26(36-23,17-30-9-8-29-18-30)24-7-2-20(27)14-25(24)28/h2-9,14,18,23H,10-13,15-17H2,1H3/t23-,26-/m0/s1	R46|R20|	C	
909	phenyl-n-tert-butylnitrone	n-tert-butyl-1-phenylmethanimine oxide	CC(C)(C)/[N+](=C/C1=CC=CC=C1)/[O-]	638877.0|638877.0|	0.0	InChI=1S/C11H15NO/c1-11(2,3)12(13)9-10-7-5-4-6-8-10/h4-9H,1-3H3/b12-9-	R20|R43|	C	
910	d-mannitol	(2r,3r,4r,5r)-hexane-1,2,3,4,5,6-hexol	C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O	6251.0|6251.0|6251.0|	-1.6	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1	R31|R8|R21|	D	
911	chebi: 145922	1-cyano-3-[3-[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]phenyl]-2-methylguanidine	CN=C(NC#N)NC1=CC=CC(=C1)C2=CSC(=N2)N=C(N)N	14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|14022519.0|	-1.54	InChI=1S/C13H14N8S/c1-17-12(18-7-14)19-9-4-2-3-8(5-9)10-6-22-13(20-10)21-11(15)16/h2-6H,1H3,(H2,17,18,19)(H4,15,16,20,21)	R2|R2|R2|R2|R3|R3|R8|R12|R18|R21|R25|R25|R26|R27|R27|R35|R36|R38|R38|R40|R41|R41|R43|R46|R46|R47|R48|R49|R4|R41|	D	
